,Newspaper,Date,Title,Text,Category,Page_number,Raw_article_length,Title_length,Month,Protest,Political_camp
10,Ming Pao Daily News,2019-01-04,免遣返聲請擬修例防濫用,【明報專訊】保安局昨日向立法會提交文件，有意修訂相關的《入境條例》改善免遣返聲請和上訴的程序，包括考慮加入條文，訂明聲請人須在符合提出免遣返聲請資格起3 個月內提出，除「非常特殊」和「無法控制」情况外，否則逾期聲請將不獲處理。當局又建議免遣返聲請人從事非法工作，由現時只可檢控有關人等違反逗留條件，改為控「非法工作」，監禁提高至3 年。政府指目標是今年上半年向立法會提交條例草案。聲請須3個月內提出 非法工作囚3年文件指出，高等法院原訟法庭接獲有關免遣返聲請的司法覆核許可申請，自2017 年開始飈升，由2015 年103 宗和2016 年80 宗，增加10 倍以上至2017 年達1006 宗，去年截至12 月中已有接近3000 宗。政府表示，就2017 年至今與免遣返聲請相關的司法覆核許可申請，法庭已處理逾千宗，當中只有約2% 獲批，正考慮加入條文，訂明即使有關人士已申請司法覆核許可或法援，除非已獲法庭給予許可，否則入境處仍可將他們遣離香港。羈留方面，政府正考慮修例訂明即使審核或遣送程序受阻，當事人亦可被繼續羈留；又考慮訂明若認為相關的人不被羈留會對人命或財產構成風險，可不受任何普通法原則限制繼續羈留。民建聯立法會議員葛珮帆表示，歡迎政府提出一系列措施打擊濫用免遣返聲請，指目前仍有逾萬名聲請人士留港，每年花費逾10 億公帑，政府須盡快解決問題。,港聞,A10,579,11,1,0,Neutral
11,Oriental Daily News,2019-01-04,正論：修條例小打小鬧 假難民毒瘤難除,南亞假難民問題困擾香港多年，惹來怨聲四起，港府擬收緊《入境條例》，加強執法能力，本已姍姍來遲，而最令人失望的是有關修訂不是斬草除根，建議重設禁閉營甚至直接退出有關國際公約，一了百了，而是小打小鬧，零敲碎補，治標不治本。就修訂現行《入境條例》，當局提出九項建議，包括限定酷刑聲請人須在三個月內提交聲請；加強入境處的遣返及羈留權力；將打黑工的監禁期提高至三年；加大對僱用非法打工者的處罰力度，由最高罰款三十五萬元及監禁三年，增至罰款五十萬元及監禁十年。客觀而言，有關修訂一定程度上提高了阻嚇力，但並不徹底。眾所周知，假難民打黑工也好，作奸犯科食大茶飯也罷，憑的是一張「行街紙」，只有取消行街紙制度，對假難民即捕即解，至少也要重設禁閉營，阻斷其進入市區之路，才能解決問題。港府這也不敢、那也不敢，結果只會導致假難民這顆治安毒瘤不斷惡化，最終發展為不治之症。何況有關修例面對不少阻力。反對派政客一向是非不分，黑白顛倒，假仁假義，部分立法會議員更有「假難民之父」之惡名，相信他們必然全力阻撓搞破壞，修例何時通過及付諸落實，都是望天打卦。而在法例通過前的空窗期，假難民犯罪不變本加厲才怪。可以說，如此修例不僅與主流民意南轅北轍，也與國際大勢背道而馳。事實上，西方國家近年紛紛捲起「人道、博愛」的大旗，法國、意大利等國不僅決定在國內設立難民羈留中心，更在難民主要來源地設立類似設施；澳洲做得更絕，一早將難民羈押在離島，不准踏入本土一步；至於主張對難民「零容忍」的美國政府更不用說了，特朗普為迫使民主黨同意撥款修建美墨邊境的現代「萬里長城」，不惜讓政府局部停擺。近日美墨邊境再爆衝突，欲闖入美國的難民小朋友遭到催淚彈襲擊，美國政府因此被人權分子批評「不人道」，然而，那些無視別國法律、讓孩子打頭陣的大人及人權組織，又何曾「人道」？強硬對付難民入境已是大勢所趨，民心所向，但別人做得到，港府卻做不到；當年港英政府可以設立禁閉營，如今特區政府卻畏首畏尾，形成鮮明對比。港府的藉口是要顧及假難民的「人權」，不錯，假難民有人權，難道香港人就沒有「人權」？深水埗通州街橋底南亞村烏煙瘴氣，誰來體諒周邊居民的痛苦？同樣可惡的還有那群吃裏扒外的政客，慣於站在道德高地，大慷納稅人之慨，成就自己的偽善之名，為虎作倀，莫此為甚！香港問題千頭萬緒，港府自顧不暇，偏偏自找苦吃背上假難民這個大包袱，愚不可及。近年香港移民潮再起，最新調查更顯示多達三分之一市民有移民的意願，政治紛紛擾擾固然是主因，而假難民禍害不止，也起到劣幣驅逐良幣的效果。,港聞,A02,1051,18,1,0,Pro-Beijing
12,Oriental Daily News,2019-01-04,聘用假難民可囚1年,僱主日後聘請假難民黑工隨時換來十年牢獄生涯！大批假難民湧港提出免遣返聲請「賴死唔走」，最大誘因是來港打黑工「搵真銀」。港府為減低假難民從事黑工的誘因，建議修訂法例，加強對僱主聘請非法勞工的刑罰，由以往最高罰款卅五萬元和監禁三年，大幅提高至罰款五十萬元及監禁十年。假難民打黑工，搶走本地工人飯碗。保安局及入境處昨向立法會提交的文件指，建議提高聘請非法勞工的罰則外，同時將僱主的範圍擴展，若聘用黑工時，公司的董事、經理、秘書或其他相關人員同意或縱容，亦同樣屬違法。從事黑工定義 涵蓋逾期逗留文件又擴闊有關對非法勞工的定義，將範圍涵蓋至逾期逗留或被拒入境人士，即使他們未被發出遣送離境令或遞解離境令，但被發現從事黑工時，其罰則亦與非法入境者一樣，即刑罰為最高罰款為五萬元和監禁三年。假難民為留港打黑工，不惜利用以種種手段拖延，以獲得暫時留港的機會，導致濫用免遣返聲請程序。保安局文件就指出，以往有聲請者亦以未有提交表格、藉詞或無故缺席審核會面，又或提供大量明顯無關的文件等方法，拖延整個審批程序。收緊聲請聆訊安排 杜絕拖延局方正考慮針對有關情況作修訂建議，若聲請人缺席審核會面需解釋，除非該理由是「非常特殊」及「不能控制」的情況，否則不會再另行安排聆訊；而更改會面日期方面，則須在原定會面日前提出。文件又指，以往有聲請人稱身體不適而缺席會面，但事後亦未有提交醫學報告的話，則不會考慮其聲稱身體狀況的理由。至於防止有人提交大量無關文件作聲請證據，文件則建議聲請人需要為所提交的文件，解釋當中與聲請有關的部分，否則不獲考慮使用；而聲請人若被認為能以某種語言溝通，有關聆訊亦毋須以聲請人最精通的語言進行。搶本地工人飯碗 打擊勿手軟工聯會立法會議員麥美娟歡迎港府計劃大幅提升對聘請黑工僱主的刑罰，但希望修例後會檢控真正的僱主，而非只限負責聘請的人事部職員。她又指，假難民以低薪搶走本地工人飯碗，遍及多個工種，包括地盤、物流、運輸、洗碗、裝修，令本地工人開工不足，認為當局應加大力度打擊，令假難民無法打黑工，在沒有誘因下盡快遣離本港。,港聞,A02,859,9,1,0,Pro-Beijing
13,Oriental Daily News,2019-01-04,事先獲取乘客資料 入境處阻截潛在聲請人來港,【本報訊】政府提出的《入境條例》修訂建議，除了縮短免遣返聲請人拖延留港及加重黑工相關刑罰外，亦有觸及阻截潛在聲請人來港的範疇，當中包括考慮賦權政府可事先取得即將飛來香港的航機乘客資料，讓港方有需要時可拒絕個別人士登機。當局同時計劃加重航空公司檢查乘客可否合法來港的責任，機上一旦有乘客沒有有效旅行證件而飛抵本港，飛機擁有人及其代理人的最高罰款，將大增九倍至十萬元。假難民聚居深水埗南亞村，令附近居民人心惶惶。美加澳洲已落實 加快清關程序根據保安局及入境處提交立法會的文件，指國際民用航空組織二○一八年更新《國際民用航空公約》，要求其成員落實「預報旅客資料」系統。在有關系統下，航空公司必須在航機起飛前預先向目的地的入境當局提供乘客資料，而上述安排已在不少國家，例如美國、加拿大及澳洲落實，目的是進一步加快邊境的清關程序，減少不必要的延誤。當局透露正考慮加入條文，賦權保安局局長可制訂規例，要求航空公司或其他交通工具的擁有人或其代理人，在航機或交通工具出發來港前，向入境處提供乘客資料，以及在有需要時，讓入境處要求航空公司及上述擁有人或代理人，拒絕個別人士登機或登上交通工具來港。落實《公約》有關要求，可加強入境處執法能力及加快各管制站處理旅客通關的手續，亦可加強防止潛在聲請人來港。研增航空公司責任 罰款加至10萬另外，現時《入境條例》規定，乘飛機抵港的乘客如未有帶備有效旅行證件，飛機的擁有人及其代理人即屬犯罪，最高罰款一萬元。為進一步減少潛在聲請人抵港，並加重航空公司檢查乘客是否可合法來港的責任，當局正考慮修例將最高罰款大幅提高至十萬元。,港聞,A02,672,21,1,0,Pro-Beijing
14,Oriental Daily News,2019-01-04,學者批九招作用有限 應退酷刑公約,【本報訊】雖然港府提出九項修例建議加速處理假難民問題，但學者認為作用有限，長遠應尋求中央政府退出聯合國《禁止酷刑公約》；亦有立法會議員指出，港府今次提出的修例建議較具體及全面，但相信會遇到法律挑戰，認為若九項建議仍不奏效，便要考慮設立禁閉營。陳偉強倡效美禁非法入境者申庇護理工大學專業及持續教育學院講師陳偉強認為，港府最新提出的九項修例建議雖有誠意，但效用有限，首先規定假難民要三個月內要提出聲請，只能針對合法入境者，對於非法入境者，他們即使來港數年，也可訛稱是剛來港；至於提高對聘請黑工僱主的罰則，正所謂「你有你定，法庭有法庭判」，即使最高刑罰為十年，但法庭可能僅判數月，加上僱主會千方百計逃避刑責，故未必可產生阻嚇作用。葛珮帆一直研究美國難民政策的陳表示，港府應大刀闊斧，倣效美國聯邦政府做法，若有人要申請庇護，必須合法入境才可提出申請，否則會被遣返，又認為港府應當機立斷，爭取國際輿論，尋求中央政府退出聯合國《禁止酷刑公約》，否則只會無止境浪費納稅人金錢。設禁閉營可遏止黑工保治安立法會跟進免遣返聲請統一審核機制有關事宜小組委員會主席葛珮帆認為，港府新提出的九項建議較具體及全面，包括大幅提高聘請黑工僱主的刑罰，相信可產生阻嚇作用；另外，她一直提出要羈留對人命或財產構成風險的假難民，都是很好的建議，但她亦預期港府屆時會面對極大的法律挑戰，認為必須做好足夠的法律準備，否則再被假難民挑戰成功，後患無窮。葛期望港府盡快向立法會提交修例草案，而立法會亦可盡快通過，以加快落實相關建議，若推出該九項建議後仍未能奏效，港府便要考慮設立禁閉營，令假難民抵港後無法打黑工，以減少他們來港的誘因，亦防止他們走出社會繼續破壞治安，同時亦可發出強烈訊息，假難民絕不可繼續大搖大擺留港，不再虛耗大量公帑。,港聞,A01,745,16,1,0,Pro-Beijing
15,Oriental Daily News,2019-01-04,假難民禍港 5年燒5億公帑,【本報訊】假難民不但破壞社會治安，更枉花納稅人金錢，今個財政年度，政府預算用於免遣返聲請及相關工作的主要開支，已逼近十四億元，「埋單計數」五年間已枉花五十億元，其中照顧假難民衣食住行給予的人道援助開支佔最大比重，達廿八億八千萬元。濫提上訴 6477宗仍待處理保安局文件指，截至去年十一月底，雖然尚待入境處決定的聲請減至九百二十宗，惟尚待上訴委員會決定的個案則達六千四百七十七宗，連同聲請被拒但未提上訴、已提司法覆核、在囚、還押及正安排遣返等，現時在港的聲請人仍多達約一萬四千人。而資料顯示，於一八／一九財政年度，政府預算處理聲請的開支約十三億九千九百萬元，較一七／一八年度預算的十億六千六百萬元增逾三成，而該筆開支包括審核聲請及處理有關上訴／呈請、公費法律支援及人道援助三個部分，然而現時愈來愈多個案轉移至司法覆核階段，耗費公帑的數字將會更加驚人。,港聞,A02,374,13,1,0,Pro-Beijing
16,Oriental Daily News,2019-01-04,出九招嚴懲 拒設禁閉營 退公約冇影 打擊假難民政府終修例被轟唔徹底,假難民濫用免遣返聲請程序遺禍本港多年，五年來耗費公帑五十億元，為徹底解決問題，港府在修訂《入境條例》計劃上再「出招」加入九大修例建議，最新包括考慮增加羈留權力，訂明當有聲請人對人命或財產構成風險或阻延程序，可將之羈留；而針對愈來愈多聲請人以司法覆核拖延遣返，港府建議除非已獲法庭批准，否則入境處仍可遣返已提出覆核許可申請的聲請人，其他建議則包括限制聲請要在抵港三個月內提出、大幅調升聘黑工及打黑工的罰則，以及禁止潛在聲請人登機來港等，惟各界要求重啟禁閉營及尋求退出聯合國《禁止酷刑公約》的聲音，就未有包含在建議之內，當局的措施被批評不夠徹底。修例建議可遣返已提出覆核但未獲法庭批出許可的聲請人。聲請者危害人命將續羈留現時《入境條例》賦權入境處在遣送程序及審核聲請時羈留有關人士，惟部門在行使權力時必須符合普通法一項原則，即若部門不能在合理時間內完成審核或遣送程序，就不能長期羈留。根據保安局及入境事務處提交立法會的文件提出的最新建議，指會考慮在修例建議中訂明，若認為聲請人不被羈留會對人命或財產構成風險，可不受任何普通法原則限制，繼續羈留。去年聲請覆核飆至三千宗當局又正參考以前處理越南船民時的條例及案例，考慮加入條文，規定考慮羈留時間是否合理時，應充分考慮其他因素，例如當有大量聲請同時等候處理、相關人士直接或間接阻延程序、或出現其他入境處未能控制的情況時，即時審核或遣送程序受阻，繼續羈留當事人不會變成不合理。按現行政策，若被遣返者已提出司法覆核申請，入境處會暫緩遣返，惟當局指高等法院原訟法庭接獲聲請相關司法覆核許可由前年起飆升，一五、一六年只有一百零三宗及八十宗，前年增逾十倍至一千零六宗，去年截至十二月中更再勁升兩倍至近三千宗，惟一七年至今法庭已處理的千多宗個案，其中只有廿多宗，即百分之二獲批覆核許可，其餘均被拒絕。未獲覆核批准仍可被遣離鑑於司法覆核聲請結果許可申請人持續上升，愈來愈多聲請被拒者繼續長期滯港，當局考慮加入條文，訂明即使有關人士已提出相關司法覆核許可或法律援助申請，除非已獲法庭給予覆核許可，否則入境處仍可將他們遣離。當局並考慮訂明一個人須在符合提出聲請資格（即非法入境香港、逾期逗留或被拒入境）起計的三個月內提出聲請，除非有非常特殊及無法控制的情況，否則逾期提出將不獲處理。另外，現行統一審核機制由法定的酷刑聲請審核機制加上行政措施組成，以同時處理酷刑、不人道處理及迫害聲請，當局考慮修例為整套機制提供全面法律基礎。當局的目標是今年上半年向立法會提交條例草案。,港聞,A01,1045,33,1,0,Pro-Beijing
17,Sing Pao,2019-01-04,政府擬修訂《入境條例》打擊假難民,【本報港聞部報道】保安局及入境處向立法會保安事務委員會提交文件，指出當局計劃修訂《入境條例》，提出9項建議打擊濫用免遣返保護聲請的假難民，包括訂明免遣返聲請人須在符合提出免遣返資格起三個月內便提出聲請，另外就聲稱結果提出司法覆核的人士，非法庭給予許可，否則入境處仍有權遣返他們，當局並會提高這些人士在港當黑工的罰則，當局期望今年上半年向立法會提交條例草案。提高僱用非法勞工刑罰文件指出，政府考慮加入條文，訂明聲請人須在符合提出免遣返聲請資格起三個月內（由非法入境、逾期逗留或被拒入境起計）提出聲請，另鑑於就聲請結果提出司法覆核許可申請人數持續上升，愈來愈多聲請被拒者繼續長期留港，政府考慮加入條文，訂明即使有關人士已提出相關司法覆核許可申請或法律援助申請，除非有關司法覆核已獲法庭給予許可，否則入境處仍可以將他們遣離香港。另外， 非法工作方面，一般以旅客身份訪港人士，逾期逗留後因非法工作被捕，往往仍未被發出遣送離境令或遞解離境令，入境處只可控告他們違反逗留條件，最高刑罰為罰款5萬元和監禁2年。政府正考慮將刑罰提升至最高監禁3年；而現時僱用非法勞工最高刑罰為罰款35萬元和監禁3年，為進一步減低潛在聲請人來港的經濟誘因，並加強打擊僱用不可合法受僱人士，政府考慮修訂條文，僱主罰則提高至最高罰款50萬元和監禁10年。民建聯立法會議員葛珮帆歡迎打擊假難民問題，指今次有部分措施力度較大，如打擊黑工由檢控違反逗留條件變非法工作；加重聘用黑工僱主刑罰；申請司法覆核期間亦可被遣返等，希望政府實行一系列措施後，有效減低假難民來港誘因及打擊有組織誘使假難民來港犯法及做黑工的情況。,港聞,A04,685,16,1,0,Pro-Beijing
18,Wen Wei Po,2019-01-04,政府7招打擊假難民  設聲請時限掃蕩黑工,"香港文匯報訊（記者　鄭治祖）近年假難民問題影響香港社會，不少市民都期望政府採取措施以遏制問題。保安局及入境處昨日向立法會保安事務委員會提交文件，表示擬修訂《入境條例》，透過加入提出聲請的時限、進一步規範遣送程序、增加可被羈留的情況、打擊非法勞工、預防假難民來港、對付拖延招數及統一機制共7招應對問題，冀於今年上半年向立法會提交條例草案。有立法會議員對此表示歡迎，並指假難民問題每年花費納稅人十多億元血汗錢，對香港財政及保安構成沉重負擔，強調政府必須盡快解決問題。保安局及入境處在有關文件中提出修訂《入境條例》的建議，以應對多方面的問題。首先是提出聲請時限，政府考慮加入條文，訂明聲請人 須在符合提出免遣返聲請資格起3個月內提出聲請，除有特殊原因，否則逾期聲請將不獲處理 。草案冀上半年交立會就遣送程序上，由於現行政策規定，若被安排遣返的聲請個案已提出司法覆核申請，入境處就須暫緩執行有關遣送行動。不過，有關申請的成功率只有約2%，而因此滯留在港的個案卻不斷上升，政府考慮加入條文， 除非有關司法覆核已獲法庭給予許可，否則入境處仍然可以將他們遣離香港 。由於假難民造成香港治安問題，有人認為應羈留有關人士。當局表示，考慮加入條文，規定若有大量聲請同時等候入境處 或上訴委員會處理、相關人士直接或間接阻延程序等情況時，即使審核或遣送程序受阻，當事人亦可以被繼續羈留，而不會變成不合理。此外，政府考慮訂明若認為相關人士不被羈留會對人命或財產構成風險，可不受任何普通法原則限制繼續進行羈留。至於假難民的黑工問題，當局考慮修訂《入境條例》第38AA條，令打黑工的免遣反聲請者由檢控違反逗留條件變非法工作 。同時，政府正考慮加重聘用黑工僱主的刑罰至50萬港元及監禁10年。航空公司檢查責任增除了假難民來港後的問題，當局亦在源頭入手，以防止可能提出聲請的人來港，包括修訂《入境條例》第四十條，加重航空公司檢查其乘客是否可合法來港的責任，將相關罰款由一萬元提高至10萬元。同時，當局考慮加入條文，賦權保安局局長可以制訂規例 ， 要求航空公司等方面須預報旅客資料，在出發來港前向入境處提供其乘客的資料 ，及在有需要時讓入境處 要求航空公司等方面不予個別人士登機 。有見個別聲請者在申請時多番拖延，政府考慮加入條文，將過往曾出現的一些明顯拖延手段，包括部分聲請人早已知悉或預期情況會發生但未有採取合適安排、 以索取資料為由拖延審核，或表示身體不適但未能提供醫生證明等 ， 列明不可被視為「非常特殊」和「無法控制」的情況，讓入境處及上訴委員會在處理有關延期或改期申請時有法可依， 減少濫用程序的情況 。同時，政府擬為統一審核機制提供全面的法律基礎。葛珮帆讚措施力度大民建聯立法會議員葛珮帆歡迎政府提出一系列措施打擊濫用免遣返保護聲請的假難民問題，並形容今次有部分措施力度較大，冀措施有效減低假難民來港的誘因，及打擊有組織誘使假難民來港犯法及做黑工的情況。她並歡迎政府考慮繼續羈留會對人命及財產構成風險的聲請人士，相信對重複犯下重罪的假難民有一定阻嚇作用。葛珮帆指出，現時香港仍有萬多名聲請人士留港，當中6,000多人正等候上訴，每年花費納稅人十多億元血汗錢，對香港財政及保安構成沉重負擔，政府必須盡快解決問題。",政情與網議,A12,1344,20,1,0,Pro-Beijing
19,Oriental Daily News,2019-01-05,油旺冚賭拉12人包括孟籍假難民,【本報訊】南亞假難民游手好閒沉迷賭博！油尖警區特別職務隊探員，早前接獲線報指，油麻地一個住宅式遊戲機賭場，經常有南亞幫打躉，恐怕是罪案溫床，對區內社區治安構成嚴重影響。探員隨即前往監視，發覺該「機竇」賭客國際化，除有南亞裔外，另有本地及內地人等。直至前日傍晚六時許，探員認為時機成熟採取行動，突擊掩至彌敦道五二二號一單位，搗破懷疑賭檔。油麻地警方檢獲多部遊戲機。遊戲機賭場主持僅18歲行動中，警方共拘捕九人（十八至四十四歲），其中姓陳本地男子疑為主持，涉嫌「管理賭博場所」；其餘為一名持「行街紙」的孟加拉籍男子、一名持雙程證男子，以及三男三女本地人，俱疑是賭客，均涉嫌「在賭博場所內賭博」。警員在上址檢獲兩部釣魚機、一部射擊遊戲機、一部老虎機及七千元賭款等。據悉，由於主持人年僅十八歲，警方懷疑有幕後人操控，目前根據線索追查。另外，旺角警區特別職務隊探員，前晚十時許，在區內進行打擊非法賭博行動，探員掩至旺角彌敦道七三一號一單位，搗破一個網上百家樂賭檔。單位內一名姓劉（五十九歲）男子，涉嫌「經營賭博場所」被捕，另外兩名分別五十歲及六十四歲本地女子，則涉嫌「在賭博場所內賭博」被捕。行動中，警方共檢獲兩部電腦、面值九千三百元的籌碼、一張百家樂賭枱和小量賭款。,港聞,A02,529,15,1,0,Pro-Beijing
